# id, point_a.x, point_a.y, point_b.x, point_b.y, point_c.x, point_c.y, point_d.x, point_d.y
2669,1.2234,0.48653,1.2234,0.50663,1.2437,0.50663,1.2437,0.48653
2670,1.2437,0.48653,1.2437,0.50663,1.2641,0.50663,1.2641,0.48653
2671,1.2641,0.48653,1.2641,0.50663,1.2844,0.50663,1.2844,0.48653
2672,1.2844,0.48653,1.2844,0.50663,1.3047,0.50663,1.3047,0.48653
2673,1.3047,0.48653,1.3047,0.50663,1.325,0.50663,1.325,0.48653
2674,1.325,0.48653,1.325,0.50663,1.3453,0.50663,1.3453,0.48653
2675,1.3453,0.48653,1.3453,0.50663,1.3656,0.50663,1.3656,0.48653
2676,1.3656,0.48653,1.3656,0.50663,1.3859,0.50663,1.3859,0.48653
2677,1.3859,0.48653,1.3859,0.50663,1.4062,0.50663,1.4062,0.48653
2678,1.8937,0.48653,1.8937,0.50663,1.9141,0.50663,1.9141,0.48653
2679,1.9141,0.48653,1.9141,0.50663,1.9344,0.50663,1.9344,0.48653
2680,1.9344,0.48653,1.9344,0.50663,1.9547,0.50663,1.9547,0.48653
2681,1.9547,0.48653,1.9547,0.50663,1.975,0.50663,1.975,0.48653
2682,1.975,0.48653,1.975,0.50663,1.9953,0.50663,1.9953,0.48653
2683,1.9953,0.48653,1.9953,0.50663,2.0156,0.50663,2.0156,0.48653
2684,2.0156,0.48653,2.0156,0.50663,2.0359,0.50663,2.0359,0.48653
2685,2.0359,0.48653,2.0359,0.50663,2.0562,0.50663,2.0562,0.48653
2686,2.0562,0.48653,2.0562,0.50663,2.0766,0.50663,2.0766,0.48653
2687,2.0766,0.48653,2.0766,0.50663,2.0969,0.50663,2.0969,0.48653
2688,1.1219,0.50663,1.1219,0.52673,1.1422,0.52673,1.1422,0.50663
2689,1.1422,0.50663,1.1422,0.52673,1.1625,0.52673,1.1625,0.50663
2690,1.1625,0.50663,1.1625,0.52673,1.1828,0.52673,1.1828,0.50663
2691,1.1828,0.50663,1.1828,0.52673,1.2031,0.52673,1.2031,0.50663
2692,1.2031,0.50663,1.2031,0.52673,1.2234,0.52673,1.2234,0.50663
2693,1.2234,0.50663,1.2234,0.52673,1.2437,0.52673,1.2437,0.50663
2694,1.2437,0.50663,1.2437,0.52673,1.2641,0.52673,1.2641,0.50663
2695,1.2641,0.50663,1.2641,0.52673,1.2844,0.52673,1.2844,0.50663
2696,1.2844,0.50663,1.2844,0.52673,1.3047,0.52673,1.3047,0.50663
2697,1.3047,0.50663,1.3047,0.52673,1.325,0.52673,1.325,0.50663
2698,1.325,0.50663,1.325,0.52673,1.3453,0.52673,1.3453,0.50663
2699,1.3453,0.50663,1.3453,0.52673,1.3656,0.52673,1.3656,0.50663
2700,1.3656,0.50663,1.3656,0.52673,1.3859,0.52673,1.3859,0.50663
2701,1.3859,0.50663,1.3859,0.52673,1.4062,0.52673,1.4062,0.50663
2702,1.4062,0.50663,1.4062,0.52673,1.4266,0.52673,1.4266,0.50663
2703,1.8734,0.50663,1.8734,0.52673,1.8937,0.52673,1.8937,0.50663
2704,1.8937,0.50663,1.8937,0.52673,1.9141,0.52673,1.9141,0.50663
2705,1.9141,0.50663,1.9141,0.52673,1.9344,0.52673,1.9344,0.50663
2706,1.9344,0.50663,1.9344,0.52673,1.9547,0.52673,1.9547,0.50663
2707,1.9547,0.50663,1.9547,0.52673,1.975,0.52673,1.975,0.50663
2708,1.975,0.50663,1.975,0.52673,1.9953,0.52673,1.9953,0.50663
2709,1.9953,0.50663,1.9953,0.52673,2.0156,0.52673,2.0156,0.50663
2710,2.0156,0.50663,2.0156,0.52673,2.0359,0.52673,2.0359,0.50663
2711,2.0359,0.50663,2.0359,0.52673,2.0562,0.52673,2.0562,0.50663
2712,2.0562,0.50663,2.0562,0.52673,2.0766,0.52673,2.0766,0.50663
2713,1.1219,0.52673,1.1219,0.54684,1.1422,0.54684,1.1422,0.52673
2714,1.1422,0.52673,1.1422,0.54684,1.1625,0.54684,1.1625,0.52673
2715,1.1625,0.52673,1.1625,0.54684,1.1828,0.54684,1.1828,0.52673
2716,1.1828,0.52673,1.1828,0.54684,1.2031,0.54684,1.2031,0.52673
2717,1.2031,0.52673,1.2031,0.54684,1.2234,0.54684,1.2234,0.52673
2718,1.2234,0.52673,1.2234,0.54684,1.2437,0.54684,1.2437,0.52673
2719,1.2437,0.52673,1.2437,0.54684,1.2641,0.54684,1.2641,0.52673
2720,1.2641,0.52673,1.2641,0.54684,1.2844,0.54684,1.2844,0.52673
2721,1.2844,0.52673,1.2844,0.54684,1.3047,0.54684,1.3047,0.52673
2722,1.3047,0.52673,1.3047,0.54684,1.325,0.54684,1.325,0.52673
2723,1.325,0.52673,1.325,0.54684,1.3453,0.54684,1.3453,0.52673
2724,1.3453,0.52673,1.3453,0.54684,1.3656,0.54684,1.3656,0.52673
2725,1.3656,0.52673,1.3656,0.54684,1.3859,0.54684,1.3859,0.52673
2726,1.3859,0.52673,1.3859,0.54684,1.4062,0.54684,1.4062,0.52673
2727,1.4062,0.52673,1.4062,0.54684,1.4266,0.54684,1.4266,0.52673
2728,1.4266,0.52673,1.4266,0.54684,1.4469,0.54684,1.4469,0.52673
2729,1.8531,0.52673,1.8531,0.54684,1.8734,0.54684,1.8734,0.52673
2730,1.8734,0.52673,1.8734,0.54684,1.8937,0.54684,1.8937,0.52673
2731,1.8937,0.52673,1.8937,0.54684,1.9141,0.54684,1.9141,0.52673
2732,1.9141,0.52673,1.9141,0.54684,1.9344,0.54684,1.9344,0.52673
2733,1.9344,0.52673,1.9344,0.54684,1.9547,0.54684,1.9547,0.52673
2734,1.9547,0.52673,1.9547,0.54684,1.975,0.54684,1.975,0.52673
2735,1.975,0.52673,1.975,0.54684,1.9953,0.54684,1.9953,0.52673
2736,1.9953,0.52673,1.9953,0.54684,2.0156,0.54684,2.0156,0.52673
2737,2.0156,0.52673,2.0156,0.54684,2.0359,0.54684,2.0359,0.52673
2738,2.0359,0.52673,2.0359,0.54684,2.0562,0.54684,2.0562,0.52673
2739,2.0562,0.52673,2.0562,0.54684,2.0766,0.54684,2.0766,0.52673
2740,1.1422,0.54684,1.1422,0.56694,1.1625,0.56694,1.1625,0.54684
2741,1.1625,0.54684,1.1625,0.56694,1.1828,0.56694,1.1828,0.54684
2742,1.1828,0.54684,1.1828,0.56694,1.2031,0.56694,1.2031,0.54684
2743,1.2031,0.54684,1.2031,0.56694,1.2234,0.56694,1.2234,0.54684
2744,1.2234,0.54684,1.2234,0.56694,1.2437,0.56694,1.2437,0.54684
2745,1.2437,0.54684,1.2437,0.56694,1.2641,0.56694,1.2641,0.54684
2746,1.2641,0.54684,1.2641,0.56694,1.2844,0.56694,1.2844,0.54684
2747,1.2844,0.54684,1.2844,0.56694,1.3047,0.56694,1.3047,0.54684
2748,1.3047,0.54684,1.3047,0.56694,1.325,0.56694,1.325,0.54684
2749,1.325,0.54684,1.325,0.56694,1.3453,0.56694,1.3453,0.54684
2750,1.3453,0.54684,1.3453,0.56694,1.3656,0.56694,1.3656,0.54684
2751,1.3656,0.54684,1.3656,0.56694,1.3859,0.56694,1.3859,0.54684
2752,1.3859,0.54684,1.3859,0.56694,1.4062,0.56694,1.4062,0.54684
2753,1.4062,0.54684,1.4062,0.56694,1.4266,0.56694,1.4266,0.54684
2754,1.4266,0.54684,1.4266,0.56694,1.4469,0.56694,1.4469,0.54684
2755,1.4469,0.54684,1.4469,0.56694,1.4672,0.56694,1.4672,0.54684
2756,1.4672,0.54684,1.4672,0.56694,1.4875,0.56694,1.4875,0.54684
2757,1.8328,0.54684,1.8328,0.56694,1.8531,0.56694,1.8531,0.54684
2758,1.8531,0.54684,1.8531,0.56694,1.8734,0.56694,1.8734,0.54684
2759,1.8734,0.54684,1.8734,0.56694,1.8937,0.56694,1.8937,0.54684
2760,1.8937,0.54684,1.8937,0.56694,1.9141,0.56694,1.9141,0.54684
2761,1.9141,0.54684,1.9141,0.56694,1.9344,0.56694,1.9344,0.54684
2762,1.9344,0.54684,1.9344,0.56694,1.9547,0.56694,1.9547,0.54684
2763,1.9547,0.54684,1.9547,0.56694,1.975,0.56694,1.975,0.54684
2764,1.975,0.54684,1.975,0.56694,1.9953,0.56694,1.9953,0.54684
2765,1.9953,0.54684,1.9953,0.56694,2.0156,0.56694,2.0156,0.54684
2766,2.0156,0.54684,2.0156,0.56694,2.0359,0.56694,2.0359,0.54684
2767,2.0359,0.54684,2.0359,0.56694,2.0562,0.56694,2.0562,0.54684
2768,1.1422,0.56694,1.1422,0.58704,1.1625,0.58704,1.1625,0.56694
2769,1.1625,0.56694,1.1625,0.58704,1.1828,0.58704,1.1828,0.56694
2770,1.1828,0.56694,1.1828,0.58704,1.2031,0.58704,1.2031,0.56694
2771,1.2031,0.56694,1.2031,0.58704,1.2234,0.58704,1.2234,0.56694
2772,1.2234,0.56694,1.2234,0.58704,1.2437,0.58704,1.2437,0.56694
2773,1.2437,0.56694,1.2437,0.58704,1.2641,0.58704,1.2641,0.56694
2774,1.2641,0.56694,1.2641,0.58704,1.2844,0.58704,1.2844,0.56694
2775,1.2844,0.56694,1.2844,0.58704,1.3047,0.58704,1.3047,0.56694
2776,1.3047,0.56694,1.3047,0.58704,1.325,0.58704,1.325,0.56694
2777,1.325,0.56694,1.325,0.58704,1.3453,0.58704,1.3453,0.56694
2778,1.3453,0.56694,1.3453,0.58704,1.3656,0.58704,1.3656,0.56694
2779,1.3656,0.56694,1.3656,0.58704,1.3859,0.58704,1.3859,0.56694
2780,1.3859,0.56694,1.3859,0.58704,1.4062,0.58704,1.4062,0.56694
2781,1.4062,0.56694,1.4062,0.58704,1.4266,0.58704,1.4266,0.56694
2782,1.4266,0.56694,1.4266,0.58704,1.4469,0.58704,1.4469,0.56694
2783,1.4469,0.56694,1.4469,0.58704,1.4672,0.58704,1.4672,0.56694
2784,1.4672,0.56694,1.4672,0.58704,1.4875,0.58704,1.4875,0.56694
2785,1.4875,0.56694,1.4875,0.58704,1.5078,0.58704,1.5078,0.56694
2786,1.7922,0.56694,1.7922,0.58704,1.8125,0.58704,1.8125,0.56694
2787,1.8125,0.56694,1.8125,0.58704,1.8328,0.58704,1.8328,0.56694
2788,1.8328,0.56694,1.8328,0.58704,1.8531,0.58704,1.8531,0.56694
2789,1.8531,0.56694,1.8531,0.58704,1.8734,0.58704,1.8734,0.56694
2790,1.8734,0.56694,1.8734,0.58704,1.8937,0.58704,1.8937,0.56694
2791,1.8937,0.56694,1.8937,0.58704,1.9141,0.58704,1.9141,0.56694
2792,1.9141,0.56694,1.9141,0.58704,1.9344,0.58704,1.9344,0.56694
2793,1.9344,0.56694,1.9344,0.58704,1.9547,0.58704,1.9547,0.56694
2794,1.9547,0.56694,1.9547,0.58704,1.975,0.58704,1.975,0.56694
2795,1.975,0.56694,1.975,0.58704,1.9953,0.58704,1.9953,0.56694
2796,1.9953,0.56694,1.9953,0.58704,2.0156,0.58704,2.0156,0.56694
2797,2.0156,0.56694,2.0156,0.58704,2.0359,0.58704,2.0359,0.56694
2798,2.0359,0.56694,2.0359,0.58704,2.0562,0.58704,2.0562,0.56694
2799,1.1422,0.58704,1.1422,0.60714,1.1625,0.60714,1.1625,0.58704
2800,1.1625,0.58704,1.1625,0.60714,1.1828,0.60714,1.1828,0.58704
2801,1.1828,0.58704,1.1828,0.60714,1.2031,0.60714,1.2031,0.58704
2802,1.2031,0.58704,1.2031,0.60714,1.2234,0.60714,1.2234,0.58704
2803,1.2234,0.58704,1.2234,0.60714,1.2437,0.60714,1.2437,0.58704
2804,1.2437,0.58704,1.2437,0.60714,1.2641,0.60714,1.2641,0.58704
2805,1.2641,0.58704,1.2641,0.60714,1.2844,0.60714,1.2844,0.58704
2806,1.2844,0.58704,1.2844,0.60714,1.3047,0.60714,1.3047,0.58704
2807,1.3047,0.58704,1.3047,0.60714,1.325,0.60714,1.325,0.58704
2808,1.325,0.58704,1.325,0.60714,1.3453,0.60714,1.3453,0.58704
2809,1.3453,0.58704,1.3453,0.60714,1.3656,0.60714,1.3656,0.58704
2810,1.3656,0.58704,1.3656,0.60714,1.3859,0.60714,1.3859,0.58704
2811,1.3859,0.58704,1.3859,0.60714,1.4062,0.60714,1.4062,0.58704
2812,1.4062,0.58704,1.4062,0.60714,1.4266,0.60714,1.4266,0.58704
2813,1.4266,0.58704,1.4266,0.60714,1.4469,0.60714,1.4469,0.58704
2814,1.4469,0.58704,1.4469,0.60714,1.4672,0.60714,1.4672,0.58704
2815,1.4672,0.58704,1.4672,0.60714,1.4875,0.60714,1.4875,0.58704
2816,1.4875,0.58704,1.4875,0.60714,1.5078,0.60714,1.5078,0.58704
2817,1.5078,0.58704,1.5078,0.60714,1.5281,0.60714,1.5281,0.58704
2818,1.5281,0.58704,1.5281,0.60714,1.5484,0.60714,1.5484,0.58704
2819,1.7516,0.58704,1.7516,0.60714,1.7719,0.60714,1.7719,0.58704
2820,1.7719,0.58704,1.7719,0.60714,1.7922,0.60714,1.7922,0.58704
2821,1.7922,0.58704,1.7922,0.60714,1.8125,0.60714,1.8125,0.58704
2822,1.8125,0.58704,1.8125,0.60714,1.8328,0.60714,1.8328,0.58704
2823,1.8328,0.58704,1.8328,0.60714,1.8531,0.60714,1.8531,0.58704
2824,1.8531,0.58704,1.8531,0.60714,1.8734,0.60714,1.8734,0.58704
2825,1.8734,0.58704,1.8734,0.60714,1.8937,0.60714,1.8937,0.58704
2826,1.8937,0.58704,1.8937,0.60714,1.9141,0.60714,1.9141,0.58704
2827,1.9141,0.58704,1.9141,0.60714,1.9344,0.60714,1.9344,0.58704
2828,1.9344,0.58704,1.9344,0.60714,1.9547,0.60714,1.9547,0.58704
2829,1.9547,0.58704,1.9547,0.60714,1.975,0.60714,1.975,0.58704
2830,1.975,0.58704,1.975,0.60714,1.9953,0.60714,1.9953,0.58704
2831,1.9953,0.58704,1.9953,0.60714,2.0156,0.60714,2.0156,0.58704
2832,2.0156,0.58704,2.0156,0.60714,2.0359,0.60714,2.0359,0.58704
2833,1.1625,0.60714,1.1625,0.62724,1.1828,0.62724,1.1828,0.60714
2834,1.1828,0.60714,1.1828,0.62724,1.2031,0.62724,1.2031,0.60714
2835,1.2031,0.60714,1.2031,0.62724,1.2234,0.62724,1.2234,0.60714
2836,1.2234,0.60714,1.2234,0.62724,1.2437,0.62724,1.2437,0.60714
2837,1.2437,0.60714,1.2437,0.62724,1.2641,0.62724,1.2641,0.60714
2838,1.2641,0.60714,1.2641,0.62724,1.2844,0.62724,1.2844,0.60714
2839,1.2844,0.60714,1.2844,0.62724,1.3047,0.62724,1.3047,0.60714
2840,1.3047,0.60714,1.3047,0.62724,1.325,0.62724,1.325,0.60714
2841,1.325,0.60714,1.325,0.62724,1.3453,0.62724,1.3453,0.60714
2842,1.3453,0.60714,1.3453,0.62724,1.3656,0.62724,1.3656,0.60714
2843,1.3656,0.60714,1.3656,0.62724,1.3859,0.62724,1.3859,0.60714
2844,1.3859,0.60714,1.3859,0.62724,1.4062,0.62724,1.4062,0.60714
2845,1.4062,0.60714,1.4062,0.62724,1.4266,0.62724,1.4266,0.60714
2846,1.4266,0.60714,1.4266,0.62724,1.4469,0.62724,1.4469,0.60714
2847,1.4469,0.60714,1.4469,0.62724,1.4672,0.62724,1.4672,0.60714
2848,1.4672,0.60714,1.4672,0.62724,1.4875,0.62724,1.4875,0.60714
2849,1.4875,0.60714,1.4875,0.62724,1.5078,0.62724,1.5078,0.60714
2850,1.5078,0.60714,1.5078,0.62724,1.5281,0.62724,1.5281,0.60714
2851,1.5281,0.60714,1.5281,0.62724,1.5484,0.62724,1.5484,0.60714
2852,1.5484,0.60714,1.5484,0.62724,1.5687,0.62724,1.5687,0.60714
2853,1.5687,0.60714,1.5687,0.62724,1.5891,0.62724,1.5891,0.60714
2854,1.6906,0.60714,1.6906,0.62724,1.7109,0.62724,1.7109,0.60714
2855,1.7109,0.60714,1.7109,0.62724,1.7312,0.62724,1.7312,0.60714
2856,1.7312,0.60714,1.7312,0.62724,1.7516,0.62724,1.7516,0.60714
2857,1.7516,0.60714,1.7516,0.62724,1.7719,0.62724,1.7719,0.60714
2858,1.7719,0.60714,1.7719,0.62724,1.7922,0.62724,1.7922,0.60714
2859,1.7922,0.60714,1.7922,0.62724,1.8125,0.62724,1.8125,0.60714
2860,1.8125,0.60714,1.8125,0.62724,1.8328,0.62724,1.8328,0.60714
2861,1.8328,0.60714,1.8328,0.62724,1.8531,0.62724,1.8531,0.60714
2862,1.8531,0.60714,1.8531,0.62724,1.8734,0.62724,1.8734,0.60714
2863,1.8734,0.60714,1.8734,0.62724,1.8937,0.62724,1.8937,0.60714
2864,1.8937,0.60714,1.8937,0.62724,1.9141,0.62724,1.9141,0.60714
2865,1.9141,0.60714,1.9141,0.62724,1.9344,0.62724,1.9344,0.60714
2866,1.9344,0.60714,1.9344,0.62724,1.9547,0.62724,1.9547,0.60714
2867,1.9547,0.60714,1.9547,0.62724,1.975,0.62724,1.975,0.60714
2868,1.975,0.60714,1.975,0.62724,1.9953,0.62724,1.9953,0.60714
2869,1.9953,0.60714,1.9953,0.62724,2.0156,0.62724,2.0156,0.60714
2870,1.1625,0.62724,1.1625,0.64735,1.1828,0.64735,1.1828,0.62724
2871,1.1828,0.62724,1.1828,0.64735,1.2031,0.64735,1.2031,0.62724
2872,1.2031,0.62724,1.2031,0.64735,1.2234,0.64735,1.2234,0.62724
2873,1.2234,0.62724,1.2234,0.64735,1.2437,0.64735,1.2437,0.62724
2874,1.2437,0.62724,1.2437,0.64735,1.2641,0.64735,1.2641,0.62724
2875,1.2641,0.62724,1.2641,0.64735,1.2844,0.64735,1.2844,0.62724
2876,1.2844,0.62724,1.2844,0.64735,1.3047,0.64735,1.3047,0.62724
2877,1.3047,0.62724,1.3047,0.64735,1.325,0.64735,1.325,0.62724
2878,1.325,0.62724,1.325,0.64735,1.3453,0.64735,1.3453,0.62724
2879,1.3453,0.62724,1.3453,0.64735,1.3656,0.64735,1.3656,0.62724
2880,1.3656,0.62724,1.3656,0.64735,1.3859,0.64735,1.3859,0.62724
2881,1.3859,0.62724,1.3859,0.64735,1.4062,0.64735,1.4062,0.62724
2882,1.4062,0.62724,1.4062,0.64735,1.4266,0.64735,1.4266,0.62724
2883,1.4266,0.62724,1.4266,0.64735,1.4469,0.64735,1.4469,0.62724
2884,1.4469,0.62724,1.4469,0.64735,1.4672,0.64735,1.4672,0.62724
2885,1.4672,0.62724,1.4672,0.64735,1.4875,0.64735,1.4875,0.62724
2886,1.4875,0.62724,1.4875,0.64735,1.5078,0.64735,1.5078,0.62724
2887,1.5078,0.62724,1.5078,0.64735,1.5281,0.64735,1.5281,0.62724
2888,1.5281,0.62724,1.5281,0.64735,1.5484,0.64735,1.5484,0.62724
2889,1.5484,0.62724,1.5484,0.64735,1.5687,0.64735,1.5687,0.62724
2890,1.5687,0.62724,1.5687,0.64735,1.5891,0.64735,1.5891,0.62724
2891,1.5891,0.62724,1.5891,0.64735,1.6094,0.64735,1.6094,0.62724
2892,1.6094,0.62724,1.6094,0.64735,1.6297,0.64735,1.6297,0.62724
2893,1.6297,0.62724,1.6297,0.64735,1.65,0.64735,1.65,0.62724
2894,1.65,0.62724,1.65,0.64735,1.6703,0.64735,1.6703,0.62724
2895,1.6703,0.62724,1.6703,0.64735,1.6906,0.64735,1.6906,0.62724
2896,1.6906,0.62724,1.6906,0.64735,1.7109,0.64735,1.7109,0.62724
2897,1.7109,0.62724,1.7109,0.64735,1.7312,0.64735,1.7312,0.62724
2898,1.7312,0.62724,1.7312,0.64735,1.7516,0.64735,1.7516,0.62724
2899,1.7516,0.62724,1.7516,0.64735,1.7719,0.64735,1.7719,0.62724
2900,1.7719,0.62724,1.7719,0.64735,1.7922,0.64735,1.7922,0.62724
2901,1.7922,0.62724,1.7922,0.64735,1.8125,0.64735,1.8125,0.62724
2902,1.8125,0.62724,1.8125,0.64735,1.8328,0.64735,1.8328,0.62724
2903,1.8328,0.62724,1.8328,0.64735,1.8531,0.64735,1.8531,0.62724
2904,1.8531,0.62724,1.8531,0.64735,1.8734,0.64735,1.8734,0.62724
2905,1.8734,0.62724,1.8734,0.64735,1.8937,0.64735,1.8937,0.62724
2906,1.8937,0.62724,1.8937,0.64735,1.9141,0.64735,1.9141,0.62724
2907,1.9141,0.62724,1.9141,0.64735,1.9344,0.64735,1.9344,0.62724
2908,1.9344,0.62724,1.9344,0.64735,1.9547,0.64735,1.9547,0.62724
2909,1.9547,0.62724,1.9547,0.64735,1.975,0.64735,1.975,0.62724
2910,1.975,0.62724,1.975,0.64735,1.9953,0.64735,1.9953,0.62724
2911,1.9953,0.62724,1.9953,0.64735,2.0156,0.64735,2.0156,0.62724
2912,1.1828,0.64735,1.1828,0.66745,1.2031,0.66745,1.2031,0.64735
2913,1.2031,0.64735,1.2031,0.66745,1.2234,0.66745,1.2234,0.64735
2914,1.2234,0.64735,1.2234,0.66745,1.2437,0.66745,1.2437,0.64735
2915,1.2437,0.64735,1.2437,0.66745,1.2641,0.66745,1.2641,0.64735
2916,1.2641,0.64735,1.2641,0.66745,1.2844,0.66745,1.2844,0.64735
2917,1.2844,0.64735,1.2844,0.66745,1.3047,0.66745,1.3047,0.64735
2918,1.3047,0.64735,1.3047,0.66745,1.325,0.66745,1.325,0.64735
2919,1.325,0.64735,1.325,0.66745,1.3453,0.66745,1.3453,0.64735
2920,1.3453,0.64735,1.3453,0.66745,1.3656,0.66745,1.3656,0.64735
2921,1.3656,0.64735,1.3656,0.66745,1.3859,0.66745,1.3859,0.64735
2922,1.3859,0.64735,1.3859,0.66745,1.4062,0.66745,1.4062,0.64735
2923,1.4062,0.64735,1.4062,0.66745,1.4266,0.66745,1.4266,0.64735
2924,1.4266,0.64735,1.4266,0.66745,1.4469,0.66745,1.4469,0.64735
2925,1.4469,0.64735,1.4469,0.66745,1.4672,0.66745,1.4672,0.64735
2926,1.4672,0.64735,1.4672,0.66745,1.4875,0.66745,1.4875,0.64735
2927,1.4875,0.64735,1.4875,0.66745,1.5078,0.66745,1.5078,0.64735
2928,1.5078,0.64735,1.5078,0.66745,1.5281,0.66745,1.5281,0.64735
2929,1.5281,0.64735,1.5281,0.66745,1.5484,0.66745,1.5484,0.64735
2930,1.5484,0.64735,1.5484,0.66745,1.5687,0.66745,1.5687,0.64735
2931,1.5687,0.64735,1.5687,0.66745,1.5891,0.66745,1.5891,0.64735
2932,1.5891,0.64735,1.5891,0.66745,1.6094,0.66745,1.6094,0.64735
2933,1.6094,0.64735,1.6094,0.66745,1.6297,0.66745,1.6297,0.64735
2934,1.6297,0.64735,1.6297,0.66745,1.65,0.66745,1.65,0.64735
2935,1.65,0.64735,1.65,0.66745,1.6703,0.66745,1.6703,0.64735
2936,1.6703,0.64735,1.6703,0.66745,1.6906,0.66745,1.6906,0.64735
2937,1.6906,0.64735,1.6906,0.66745,1.7109,0.66745,1.7109,0.64735
2938,1.7109,0.64735,1.7109,0.66745,1.7312,0.66745,1.7312,0.64735
2939,1.7312,0.64735,1.7312,0.66745,1.7516,0.66745,1.7516,0.64735
2940,1.7516,0.64735,1.7516,0.66745,1.7719,0.66745,1.7719,0.64735
2941,1.7719,0.64735,1.7719,0.66745,1.7922,0.66745,1.7922,0.64735
2942,1.7922,0.64735,1.7922,0.66745,1.8125,0.66745,1.8125,0.64735
2943,1.8125,0.64735,1.8125,0.66745,1.8328,0.66745,1.8328,0.64735
2944,1.8328,0.64735,1.8328,0.66745,1.8531,0.66745,1.8531,0.64735
2945,1.8531,0.64735,1.8531,0.66745,1.8734,0.66745,1.8734,0.64735
2946,1.8734,0.64735,1.8734,0.66745,1.8937,0.66745,1.8937,0.64735
2947,1.8937,0.64735,1.8937,0.66745,1.9141,0.66745,1.9141,0.64735
2948,1.9141,0.64735,1.9141,0.66745,1.9344,0.66745,1.9344,0.64735
2949,1.9344,0.64735,1.9344,0.66745,1.9547,0.66745,1.9547,0.64735
2950,1.9547,0.64735,1.9547,0.66745,1.975,0.66745,1.975,0.64735
2951,1.975,0.64735,1.975,0.66745,1.9953,0.66745,1.9953,0.64735
2952,1.1828,0.66745,1.1828,0.68755,1.2031,0.68755,1.2031,0.66745
2953,1.2031,0.66745,1.2031,0.68755,1.2234,0.68755,1.2234,0.66745
2954,1.2234,0.66745,1.2234,0.68755,1.2437,0.68755,1.2437,0.66745
2955,1.2437,0.66745,1.2437,0.68755,1.2641,0.68755,1.2641,0.66745
2956,1.2641,0.66745,1.2641,0.68755,1.2844,0.68755,1.2844,0.66745
2957,1.2844,0.66745,1.2844,0.68755,1.3047,0.68755,1.3047,0.66745
2958,1.3047,0.66745,1.3047,0.68755,1.325,0.68755,1.325,0.66745
2959,1.325,0.66745,1.325,0.68755,1.3453,0.68755,1.3453,0.66745
2960,1.3453,0.66745,1.3453,0.68755,1.3656,0.68755,1.3656,0.66745
2961,1.3656,0.66745,1.3656,0.68755,1.3859,0.68755,1.3859,0.66745
2962,1.3859,0.66745,1.3859,0.68755,1.4062,0.68755,1.4062,0.66745
2963,1.4062,0.66745,1.4062,0.68755,1.4266,0.68755,1.4266,0.66745
2964,1.4266,0.66745,1.4266,0.68755,1.4469,0.68755,1.4469,0.66745
2965,1.4469,0.66745,1.4469,0.68755,1.4672,0.68755,1.4672,0.66745
2966,1.4672,0.66745,1.4672,0.68755,1.4875,0.68755,1.4875,0.66745
2967,1.4875,0.66745,1.4875,0.68755,1.5078,0.68755,1.5078,0.66745
2968,1.5078,0.66745,1.5078,0.68755,1.5281,0.68755,1.5281,0.66745
2969,1.5281,0.66745,1.5281,0.68755,1.5484,0.68755,1.5484,0.66745
2970,1.5484,0.66745,1.5484,0.68755,1.5687,0.68755,1.5687,0.66745
2971,1.5687,0.66745,1.5687,0.68755,1.5891,0.68755,1.5891,0.66745
2972,1.5891,0.66745,1.5891,0.68755,1.6094,0.68755,1.6094,0.66745
2973,1.6094,0.66745,1.6094,0.68755,1.6297,0.68755,1.6297,0.66745
2974,1.6297,0.66745,1.6297,0.68755,1.65,0.68755,1.65,0.66745
2975,1.65,0.66745,1.65,0.68755,1.6703,0.68755,1.6703,0.66745
2976,1.6703,0.66745,1.6703,0.68755,1.6906,0.68755,1.6906,0.66745
2977,1.6906,0.66745,1.6906,0.68755,1.7109,0.68755,1.7109,0.66745
2978,1.7109,0.66745,1.7109,0.68755,1.7312,0.68755,1.7312,0.66745
2979,1.7312,0.66745,1.7312,0.68755,1.7516,0.68755,1.7516,0.66745
2980,1.7516,0.66745,1.7516,0.68755,1.7719,0.68755,1.7719,0.66745
2981,1.7719,0.66745,1.7719,0.68755,1.7922,0.68755,1.7922,0.66745
2982,1.7922,0.66745,1.7922,0.68755,1.8125,0.68755,1.8125,0.66745
2983,1.8125,0.66745,1.8125,0.68755,1.8328,0.68755,1.8328,0.66745
2984,1.8328,0.66745,1.8328,0.68755,1.8531,0.68755,1.8531,0.66745
2985,1.8531,0.66745,1.8531,0.68755,1.8734,0.68755,1.8734,0.66745
2986,1.8734,0.66745,1.8734,0.68755,1.8937,0.68755,1.8937,0.66745
2987,1.8937,0.66745,1.8937,0.68755,1.9141,0.68755,1.9141,0.66745
2988,1.9141,0.66745,1.9141,0.68755,1.9344,0.68755,1.9344,0.66745
2989,1.9344,0.66745,1.9344,0.68755,1.9547,0.68755,1.9547,0.66745
2990,1.9547,0.66745,1.9547,0.68755,1.975,0.68755,1.975,0.66745
2991,1.1828,0.68755,1.1828,0.70765,1.2031,0.70765,1.2031,0.68755
2992,1.2031,0.68755,1.2031,0.70765,1.2234,0.70765,1.2234,0.68755
2993,1.2234,0.68755,1.2234,0.70765,1.2437,0.70765,1.2437,0.68755
2994,1.2437,0.68755,1.2437,0.70765,1.2641,0.70765,1.2641,0.68755
